1,4.290076,-4.412214,-3.374046
2,4.290076,-4.412214,-3.374046
3,4.290076,-4.412214,-3.374046
4,4.290076,-4.412214,-3.374046
5,4.290076,-4.412214,-3.374046
6,4.290076,-4.412214,-3.374046
7,4.595420,-4.412214,-3.374046
8,4.595420,-4.412214,-3.374046
9,4.595420,-4.412214,-3.374046
10,4.595420,-4.412214,-3.374046
11,4.595420,-4.412214,-3.374046
12,4.595420,-4.412214,-3.374046
13,4.595420,-4.412214,-3.374046
14,4.595420,-4.412214,-3.374046
15,4.213740,-4.687023,-3.328244
16,4.213740,-4.687023,-3.328244
17,4.213740,-4.687023,-3.328244
18,4.213740,-4.687023,-3.328244
19,4.213740,-4.687023,-3.328244
20,4.213740,-4.687023,-3.328244
21,4.213740,-4.687023,-3.328244
22,4.213740,-4.687023,-3.328244
23,4.213740,-4.687023,-3.328244
24,4.320611,-4.549618,-3.190840
25,4.320611,-4.549618,-3.190840
26,4.320611,-4.549618,-3.190840
27,4.320611,-4.549618,-3.190840
28,4.320611,-4.549618,-3.190840
29,4.320611,-4.549618,-3.190840
30,4.320611,-4.549618,-3.190840
31,4.320611,-4.549618,-3.190840
32,4.229008,-4.503817,-3.236641
33,4.229008,-4.503817,-3.236641
34,4.229008,-4.503817,-3.236641
35,4.229008,-4.503817,-3.236641
36,4.229008,-4.503817,-3.236641
37,4.229008,-4.503817,-3.236641
38,4.229008,-4.503817,-3.236641
39,4.229008,-4.503817,-3.236641
40,4.320611,-4.381679,-3.236641
41,4.320611,-4.381679,-3.236641
42,4.320611,-4.381679,-3.236641
43,4.320611,-4.381679,-3.236641
44,4.320611,-4.381679,-3.236641
45,4.320611,-4.381679,-3.236641
46,4.320611,-4.381679,-3.236641
47,4.320611,-4.381679,-3.236641
48,4.335878,-4.458015,-3.328244
49,4.335878,-4.458015,-3.328244
50,4.335878,-4.458015,-3.328244
51,4.335878,-4.458015,-3.328244
52,4.335878,-4.458015,-3.328244
53,4.335878,-4.458015,-3.328244
54,4.335878,-4.458015,-3.328244
55,4.335878,-4.458015,-3.328244
56,4.290076,-4.335878,-3.404580
57,4.290076,-4.335878,-3.404580
58,4.290076,-4.335878,-3.404580
59,4.290076,-4.335878,-3.404580
60,4.290076,-4.335878,-3.404580
61,4.290076,-4.335878,-3.404580
62,4.290076,-4.335878,-3.404580
63,4.290076,-4.335878,-3.404580
64,4.366412,-4.503817,-3.129771
65,4.366412,-4.503817,-3.129771
66,4.366412,-4.503817,-3.129771
67,4.366412,-4.503817,-3.129771
68,4.366412,-4.503817,-3.129771
69,4.366412,-4.503817,-3.129771
70,4.366412,-4.503817,-3.129771
71,4.366412,-4.503817,-3.129771
72,4.305344,-4.625954,-3.358779
73,4.305344,-4.625954,-3.358779
74,4.305344,-4.625954,-3.358779
75,4.305344,-4.625954,-3.358779
76,4.305344,-4.625954,-3.358779
77,4.305344,-4.625954,-3.358779
78,4.305344,-4.625954,-3.358779
79,4.305344,-4.625954,-3.358779
80,4.305344,-4.625954,-3.358779
81,4.244275,-4.458015,-3.282443
82,4.244275,-4.458015,-3.282443
83,4.244275,-4.458015,-3.282443
84,4.244275,-4.458015,-3.282443
85,4.244275,-4.458015,-3.282443
