20,4.183206,-4.641221,-3.145038
40,4.335878,-4.488550,-3.465649
60,4.320611,-4.625954,-3.236641
80,4.244275,-4.503817,-3.251908
100,4.305344,-4.396947,-3.389313
120,4.396947,-4.503817,-3.374046
140,4.290076,-4.534351,-3.267176
160,4.335878,-4.595420,-3.358779
180,4.259542,-4.534351,-3.297710
200,4.229008,-4.427481,-3.374046
220,4.259542,-4.458015,-3.389313
240,4.335878,-4.412214,-3.465649
260,4.137405,-4.488550,-3.343511
280,4.351145,-4.473282,-3.419847
300,4.351145,-4.396947,-3.343511
320,4.305344,-4.717557,-3.343511
340,4.305344,-4.534351,-3.267176
360,4.183206,-4.503817,-3.297710
380,4.396947,-4.671756,-3.389313
400,4.320611,-4.534351,-3.404580
420,4.396947,-4.473282,-3.358779
440,4.427481,-4.366412,-3.206107
460,4.229008,-4.442748,-3.160305
480,4.381679,-4.458015,-3.328244
500,4.305344,-4.488550,-3.374046
520,4.335878,-4.595420,-3.312977
540,4.320611,-4.458015,-3.358779
560,4.305344,-4.473282,-3.343511
580,4.366412,-4.412214,-3.312977
600,4.335878,-4.335878,-3.343511
620,4.351145,-4.381679,-3.267176
640,4.442748,-4.458015,-3.358779
660,4.305344,-4.625954,-3.389313
680,4.381679,-4.458015,-3.343511
700,4.320611,-4.610687,-3.312977
720,4.244275,-4.442748,-3.312977
740,4.320611,-4.488550,-3.358779
760,4.442748,-4.351145,-3.267176
780,4.259542,-4.412214,-3.465649
800,4.290076,-4.381679,-3.358779
820,4.229008,-4.641221,-3.221374
840,4.412214,-4.473282,-3.282443
860,4.335878,-4.442748,-3.374046
880,4.366412,-4.549618,-3.374046
900,4.335878,-4.412214,-3.267176
920,4.198473,-4.458015,-3.297710
940,4.213740,-4.488550,-3.389313
960,4.274809,-4.351145,-3.251908
980,4.305344,-4.442748,-3.358779
1000,4.290076,-4.519084,-3.312977
1020,4.458015,-4.458015,-3.343511
1040,4.213740,-4.564885,-3.419847
1060,4.244275,-4.488550,-3.251908
1080,4.213740,-4.488550,-3.358779
1100,4.427481,-4.488550,-3.267176
1120,4.229008,-4.549618,-3.328244
1140,4.274809,-4.534351,-3.374046
1160,4.244275,-4.503817,-3.328244
1180,4.381679,-4.549618,-3.358779
1200,4.442748,-4.534351,-3.465649
1220,4.351145,-4.503817,-3.297710
1240,4.335878,-4.488550,-3.435115
1260,4.381679,-4.458015,-3.419847
1280,4.213740,-4.519084,-3.221374
1300,4.198473,-4.412214,-3.419847
1320,4.320611,-4.503817,-3.267176
1340,4.320611,-4.595420,-3.236641
1360,4.366412,-4.396947,-3.328244
1380,4.396947,-4.580153,-3.312977
1400,4.167939,-4.396947,-3.511450
1420,4.381679,-4.488550,-3.374046
1440,4.229008,-4.534351,-3.358779
1460,4.366412,-4.473282,-3.480916
1480,4.320611,-4.656489,-3.297710
1500,4.213740,-4.458015,-3.419847
1520,4.351145,-4.503817,-3.312977
1540,4.503817,-4.503817,-3.297710
1560,4.381679,-4.366412,-3.282443
1580,4.351145,-4.473282,-3.496183
1600,4.351145,-4.488550,-3.404580
1620,4.412214,-4.488550,-3.190840
1640,4.274809,-4.488550,-3.251908
1660,4.427481,-4.427481,-3.343511
1680,4.381679,-4.519084,-3.267176
1700,4.274809,-4.473282,-3.206107
1720,4.290076,-4.412214,-3.465649
1740,4.305344,-4.503817,-3.557252
1760,4.259542,-4.610687,-3.190840
1780,4.305344,-4.564885,-3.282443
1800,4.396947,-4.473282,-3.312977
1820,4.396947,-4.641221,-3.358779
1840,4.381679,-4.488550,-3.419847
1860,4.458015,-4.519084,-3.404580
1880,4.442748,-4.488550,-3.206107
1900,4.244275,-4.625954,-3.358779
1920,4.167939,-4.458015,-3.358779
1940,4.412214,-4.564885,-3.419847
1960,4.335878,-4.656489,-3.389313
1980,4.335878,-4.595420,-3.251908
2000,4.335878,-4.366412,-3.358779
2020,4.274809,-4.519084,-3.282443
2040,4.320611,-4.534351,-3.389313
2060,4.290076,-4.503817,-3.267176
2080,4.274809,-4.396947,-3.343511
2100,4.335878,-4.519084,-3.328244
2120,4.320611,-4.564885,-3.389313
2140,4.458015,-4.595420,-3.419847
2160,4.351145,-4.458015,-3.343511
2180,4.305344,-4.458015,-3.480916
2200,4.381679,-4.549618,-3.236641
2220,4.351145,-4.534351,-3.282443
2240,4.305344,-4.564885,-3.435115
2260,4.366412,-4.458015,-3.267176
2280,4.229008,-4.534351,-3.282443
2300,4.274809,-4.473282,-3.343511
2320,4.381679,-4.671756,-3.419847
2340,4.320611,-4.625954,-3.297710
2360,4.396947,-4.473282,-3.374046
2380,4.320611,-4.488550,-3.267176
2400,4.351145,-4.381679,-3.343511
2420,4.259542,-4.488550,-3.480916
2440,4.290076,-4.503817,-3.297710
2460,4.381679,-4.412214,-3.480916
2480,4.244275,-4.442748,-3.282443
2500,4.305344,-4.519084,-3.374046
2520,4.366412,-4.412214,-3.404580
2540,4.244275,-4.519084,-3.496183
2560,4.213740,-4.503817,-3.312977
2580,4.396947,-4.595420,-3.496183
2600,4.183206,-4.427481,-3.404580
2620,4.381679,-4.427481,-3.312977
2640,4.351145,-4.488550,-3.450382
2660,4.320611,-4.519084,-3.343511
2680,4.412214,-4.320611,-3.358779
2700,4.274809,-4.564885,-3.328244
2720,4.290076,-4.412214,-3.297710
2740,4.290076,-4.549618,-3.282443
2760,4.366412,-4.519084,-3.419847
2780,4.396947,-4.396947,-3.312977
2800,4.412214,-4.534351,-3.358779
2820,4.366412,-4.595420,-3.450382
2840,4.213740,-4.534351,-3.190840
2860,4.213740,-4.580153,-3.343511
2880,4.412214,-4.473282,-3.267176
2900,4.305344,-4.473282,-3.251908
2920,4.320611,-4.427481,-3.419847
2940,4.290076,-4.519084,-3.389313
2960,4.442748,-4.549618,-3.374046
2980,4.335878,-4.641221,-3.374046
3000,4.381679,-4.412214,-3.206107
3020,4.320611,-4.595420,-3.450382
3040,4.396947,-4.366412,-3.358779
3060,4.305344,-4.473282,-3.419847
3080,4.366412,-4.412214,-3.496183
3100,4.381679,-4.351145,-3.404580
3120,4.259542,-4.473282,-3.358779
3140,4.290076,-4.442748,-3.251908
3160,4.290076,-4.549618,-3.435115
3180,4.290076,-4.488550,-3.328244
3200,4.427481,-4.396947,-3.435115
3220,4.320611,-4.564885,-3.374046
3240,4.412214,-4.564885,-3.267176
3260,4.274809,-4.519084,-3.251908
3280,4.458015,-4.488550,-3.374046
3300,4.351145,-4.625954,-3.389313
3320,4.290076,-4.656489,-3.236641
3340,4.442748,-4.412214,-3.297710
3360,4.335878,-4.580153,-3.435115
3380,4.305344,-4.396947,-3.389313
3400,4.274809,-4.473282,-3.282443
3420,4.473282,-4.625954,-3.343511
3440,4.259542,-4.519084,-3.404580
3460,4.381679,-4.610687,-3.343511
3480,4.427481,-4.549618,-3.282443
3500,4.229008,-4.442748,-3.358779
3520,4.198473,-4.687023,-3.236641
3540,4.396947,-4.549618,-3.480916
3560,4.290076,-4.610687,-3.297710
3580,4.412214,-4.625954,-3.358779
3600,4.381679,-4.503817,-3.419847
3620,4.320611,-4.625954,-3.236641
3640,4.244275,-4.549618,-3.312977
3660,4.320611,-4.503817,-3.480916
3680,4.381679,-4.473282,-3.465649
3700,4.427481,-4.549618,-3.282443
3720,4.396947,-4.625954,-3.374046
3740,4.335878,-4.534351,-3.389313
3760,4.412214,-4.366412,-3.419847
3780,4.335878,-4.458015,-3.267176
3800,4.259542,-4.549618,-3.450382
3820,4.473282,-4.442748,-3.282443
3840,4.274809,-4.473282,-3.389313
3860,4.366412,-4.595420,-3.419847
3880,4.351145,-4.503817,-3.343511
3900,4.366412,-4.549618,-3.236641
3920,4.396947,-4.519084,-3.282443
3940,4.396947,-4.458015,-3.374046
3960,4.488550,-4.595420,-3.419847
3980,4.320611,-4.564885,-3.389313
4000,4.244275,-4.503817,-3.251908
4020,4.442748,-4.427481,-3.358779
4040,4.290076,-4.442748,-3.343511
4060,4.442748,-4.488550,-3.328244
4080,4.366412,-4.473282,-3.312977
4100,4.290076,-4.488550,-3.389313
4120,4.305344,-4.442748,-3.374046
4140,4.335878,-4.549618,-3.374046
4160,4.396947,-4.458015,-3.404580
4180,4.274809,-4.274809,-3.221374
4200,4.396947,-4.473282,-3.282443
4220,4.351145,-4.351145,-3.251908
4240,4.320611,-4.488550,-3.389313
4260,4.396947,-4.564885,-3.297710
4280,4.335878,-4.625954,-3.297710
4300,4.305344,-4.610687,-3.419847
4320,4.335878,-4.580153,-3.328244
4340,4.320611,-4.610687,-3.267176
4360,4.335878,-4.534351,-3.297710
4380,4.351145,-4.580153,-3.236641
4400,4.351145,-4.503817,-3.312977
4420,4.259542,-4.549618,-3.267176
4440,4.290076,-4.549618,-3.282443
4460,4.366412,-4.274809,-3.435115
4480,4.351145,-4.549618,-3.297710
4500,4.290076,-4.549618,-3.465649
4520,4.274809,-4.381679,-3.404580
4540,4.320611,-4.580153,-3.251908
4560,4.396947,-4.564885,-3.328244
4580,4.335878,-4.396947,-3.297710
4600,4.320611,-4.580153,-3.358779
4620,4.335878,-4.366412,-3.343511
4640,4.427481,-4.519084,-3.404580
4660,4.244275,-4.396947,-3.328244
4680,4.366412,-4.473282,-3.328244
4700,4.473282,-4.564885,-3.404580
4720,4.427481,-4.442748,-3.297710
4740,4.351145,-4.458015,-3.251908
4760,4.274809,-4.488550,-3.358779
4780,4.244275,-4.381679,-3.312977
4800,4.381679,-4.488550,-3.419847
4820,4.381679,-4.580153,-3.374046
4840,4.442748,-4.473282,-3.465649
4860,4.305344,-4.580153,-3.297710
4880,4.274809,-4.702290,-3.358779
4900,4.412214,-4.610687,-3.480916
4920,4.335878,-4.549618,-3.267176
4940,4.274809,-4.458015,-3.358779
4960,4.320611,-4.625954,-3.358779
4980,4.427481,-4.488550,-3.236641
5000,4.519084,-4.580153,-3.374046
5020,4.244275,-4.473282,-3.312977
5040,4.381679,-4.534351,-3.343511
5060,4.412214,-4.549618,-3.297710
5080,4.381679,-4.549618,-3.389313
5100,4.274809,-4.687023,-3.511450
5120,4.305344,-4.351145,-3.267176
5140,4.442748,-4.549618,-3.236641
5160,4.412214,-4.412214,-3.435115
5180,4.335878,-4.534351,-3.328244
5200,4.305344,-4.458015,-3.374046
5220,4.396947,-4.610687,-3.358779
5240,4.274809,-4.519084,-3.435115
5260,4.351145,-4.427481,-3.358779
5280,4.396947,-4.564885,-3.374046
5300,4.473282,-4.519084,-3.312977
5320,4.396947,-4.305344,-3.419847
5340,4.229008,-4.442748,-3.435115
5360,4.335878,-4.442748,-3.190840
5380,4.076336,-4.564885,-3.297710
5400,4.335878,-4.396947,-3.297710
5420,4.320611,-4.442748,-3.435115
5440,4.366412,-4.580153,-3.465649
5460,4.274809,-4.580153,-3.267176
5480,4.381679,-4.458015,-3.374046
5500,4.381679,-4.503817,-3.374046
5520,4.274809,-4.381679,-3.312977
5540,4.412214,-4.458015,-3.389313
5560,4.351145,-4.534351,-3.435115
5580,4.198473,-4.381679,-3.312977
5600,4.412214,-4.412214,-3.343511
5620,4.274809,-4.595420,-3.312977
5640,4.290076,-4.442748,-3.251908
5660,4.259542,-4.412214,-3.145038
5680,4.244275,-4.519084,-3.190840
5700,4.290076,-4.427481,-3.435115
5720,4.290076,-4.442748,-3.206107
5740,4.244275,-4.549618,-3.511450
5760,4.320611,-4.595420,-3.557252
5780,4.396947,-4.473282,-3.343511
5800,4.274809,-4.381679,-3.465649
5820,4.366412,-4.442748,-3.297710
5840,4.320611,-4.625954,-3.312977
5860,4.274809,-4.396947,-3.343511
5880,4.320611,-4.534351,-3.328244
5900,4.412214,-4.549618,-3.145038
5920,4.427481,-4.549618,-3.450382
5940,4.396947,-4.396947,-3.328244
5960,4.274809,-4.458015,-3.389313
5980,4.458015,-4.442748,-3.404580
6000,4.320611,-4.564885,-3.312977
6020,4.305344,-4.595420,-3.419847
6040,4.351145,-4.442748,-3.312977
6060,4.412214,-4.412214,-3.389313
6080,4.488550,-4.458015,-3.389313
6100,4.244275,-4.335878,-3.435115
6120,4.198473,-4.473282,-3.206107
6140,4.412214,-4.671756,-3.343511
6160,4.259542,-4.259542,-3.236641
6180,4.244275,-4.458015,-3.389313
6200,4.335878,-4.427481,-3.450382
6220,4.427481,-4.534351,-3.297710
6240,4.305344,-4.396947,-3.282443
6260,4.229008,-4.564885,-3.358779
6280,4.290076,-4.427481,-3.450382
6300,4.320611,-4.458015,-3.282443
6320,4.335878,-4.519084,-3.374046
6340,4.427481,-4.503817,-3.419847
6360,4.351145,-4.442748,-3.343511
6380,4.274809,-4.381679,-3.160305
6400,4.412214,-4.641221,-3.236641
6420,4.244275,-4.458015,-3.358779
6440,4.366412,-4.427481,-3.526718
6460,4.274809,-4.595420,-3.389313
6480,4.274809,-4.320611,-3.190840
6500,4.335878,-4.305344,-3.358779
6520,4.442748,-4.366412,-3.267176
6540,4.305344,-4.381679,-3.419847
6560,4.488550,-4.595420,-3.251908
6580,4.351145,-4.412214,-3.267176
6600,4.335878,-4.351145,-3.312977
6620,4.351145,-4.442748,-3.297710
6640,4.381679,-4.458015,-3.343511
6660,4.381679,-4.290076,-3.435115
6680,4.274809,-4.564885,-3.297710
6700,4.335878,-4.595420,-3.267176
6720,4.366412,-4.412214,-3.419847
6740,4.381679,-4.305344,-3.389313
6760,4.290076,-4.519084,-3.374046
6780,4.290076,-4.549618,-3.587786
6800,4.366412,-4.458015,-3.343511
6820,4.213740,-4.396947,-3.419847
6840,4.320611,-4.641221,-3.450382
6860,4.274809,-4.595420,-3.312977
6880,4.229008,-4.473282,-3.374046
6900,4.488550,-4.595420,-3.358779
6920,4.335878,-4.381679,-3.282443
6940,4.274809,-4.595420,-3.297710
6960,4.351145,-4.351145,-3.404580
6980,4.396947,-4.519084,-3.358779
7000,4.366412,-4.488550,-3.389313
7020,4.427481,-4.519084,-3.389313
7040,4.335878,-4.519084,-3.389313
7060,4.320611,-4.366412,-3.297710
7080,4.229008,-4.610687,-3.328244
7100,4.473282,-4.534351,-3.343511
7120,4.335878,-4.366412,-3.358779
7140,4.488550,-4.595420,-3.465649
7160,4.366412,-4.473282,-3.267176
7180,4.290076,-4.351145,-3.267176
7200,4.396947,-4.580153,-3.374046
7220,4.458015,-4.488550,-3.435115
7240,4.351145,-4.534351,-3.358779
7260,4.244275,-4.366412,-3.343511
7280,4.259542,-4.396947,-3.190840
7300,4.366412,-4.519084,-3.328244
7320,4.320611,-4.564885,-3.175573
7340,4.290076,-4.519084,-3.190840
7360,4.396947,-4.503817,-3.435115
7380,4.320611,-4.412214,-3.282443
7400,4.152672,-4.641221,-3.297710
7420,4.213740,-4.412214,-3.374046
7440,4.458015,-4.595420,-3.404580
7460,4.412214,-4.442748,-3.251908
7480,4.366412,-4.442748,-3.465649
7500,4.335878,-4.564885,-3.419847
7520,4.381679,-4.519084,-3.404580
7540,4.335878,-4.503817,-3.297710
7560,4.274809,-4.488550,-3.419847
7580,4.366412,-4.549618,-3.435115
7600,4.305344,-4.427481,-3.404580
7620,4.351145,-4.381679,-3.419847
7640,4.244275,-4.503817,-3.374046
7660,4.351145,-4.503817,-3.282443
7680,4.381679,-4.458015,-3.374046
7700,4.244275,-4.519084,-3.450382
7720,4.351145,-4.610687,-3.389313
7740,4.412214,-4.641221,-3.328244
7760,4.335878,-4.564885,-3.419847
7780,4.259542,-4.549618,-3.358779
7800,4.320611,-4.427481,-3.328244
7820,4.274809,-4.656489,-3.404580
7840,4.335878,-4.564885,-3.374046
7860,4.351145,-4.473282,-3.267176
7880,4.320611,-4.488550,-3.175573
7900,4.412214,-4.580153,-3.358779
7920,4.488550,-4.366412,-3.267176
7940,4.244275,-4.488550,-3.358779
7960,4.412214,-4.534351,-3.328244
7980,4.442748,-4.335878,-3.435115
8000,4.274809,-4.549618,-3.236641
